node,in_degree,out_degree
350380302,2,1
1174102302,1,1
15294762,1,1
15294766,1,1
256631093,2,1
268362039,1,2
1769333055,3,2
15294788,1,1
300605773,1,1
281043280,2,1
411492691,2,2
15294804,1,2
249160021,1,2
180150617,1,2
15294817,1,1
21717352,1,1
894722412,1,1
15294848,1,2
282747269,2,3
282747273,2,2
282747279,1,1
282747283,2,2
282747285,3,2
3340198309,2,2
3317621185,2,2
2984075755,2,2
267903469,2,2
311976432,1,1
316826097,2,2
267903474,1,1
5890549,2,1
2984075765,2,2
416637437,2,2
2984075777,2,2
292872709,1,2
2117591561,2,2
282321436,1,2
292872733,1,1
270524963,2,2
292872746,2,2
2094391850,2,2
282321450,2,1
6578734,1,1
6578736,1,1
292872753,2,1
2400182838,1,1
177660475,1,2
409592389,1,1
17195590,3,3
409592393,1,1
17195601,2,2
256926297,2,2
17195632,2,2
302899843,1,1
17195659,1,1
272032402,1,2
7430810,1,1
315089564,2,1
2257347229,1,1
83813026,1,1
7430820,2,1
315089577,2,1
7430828,1,1
256631470,2,1
315089584,1,2
7430849,1,2
259056334,1,2
3345769171,2,2
3345769179,2,2
259056362,2,1
12215025,2,1
45474557,2,3
651977470,1,1
2931548942,1,1
4111590159,2,3
2931548945,2,1
11658003,3,2
11658004,1,2
1561649955,1,1
216326952,1,1
21357370,1,2
259056443,1,1
20833093,2,1
292348751,1,1
21357393,1,1
259056474,1,1
11658079,1,2
610886502,2,2
2069128047,1,2
4945568623,1,1
5890932,1,2
5890934,1,2
5890948,1,1
2069128091,1,1
3360056235,2,2
2069128114,1,1
7431110,1,2
7431111,2,1
28959692,1,1
7431117,1,2
409199568,2,2
306471901,1,2
306471905,2,2
306471908,2,1
306471910,3,2
18015251,2,1
399139861,1,1
18015259,2,2
18277405,2,2
18277407,2,2
399139877,1,1
18277418,2,1
1549558846,1,1
1795138,2,2
2703025235,1,1
1038247031,1,1
278520956,2,1
311977085,1,1
311977088,1,1
285467785,2,1
177661073,2,2
177661076,2,1
27485339,1,2
54060200,2,1
5924021,1,1
5924022,1,1
335701187,1,1
120317145,1,1
2802935003,2,2
13034719,1,1
293496039,2,2
17196280,1,2
13034745,2,1
119137531,1,2
119137539,1,1
3933234445,1,1
221504786,2,1
33678610,1,1
315483415,1,1
266921240,2,2
315483420,2,3
221504797,2,2
259024168,1,1
259024171,3,3
259024175,2,2
259024178,1,1
177661242,1,2
3340461394,2,2
26699093,2,3
266921309,1,1
295560542,1,1
295560546,1,2
295560555,1,1
1687053675,1,2
295560560,2,2
1659626866,2,1
352675189,1,1
352675194,1,1
352675196,1,1
301229441,1,1
352675205,1,1
26699153,1,1
26699160,1,1
7431579,2,1
7431577,1,1
2102125977,2,1
270460314,2,2
25912741,1,2
2169693618,1,1
2102126008,2,1
2102126017,2,1
480339401,2,1
256632268,1,2
430728655,2,2
256435699,1,1
3239339515,1,1
3239339516,2,2
270427656,1,1
21718539,1,2
270427662,2,2
17196558,2,2
270427668,1,2
2385433,2,1
1484187175,1,2
266397236,2,1
2385468,1,2
319219261,2,1
266397253,2,2
1659627083,2,1
266397268,1,2
474375792,1,1
474375812,2,1
474375813,2,2
97674887,1,1
97674892,2,1
97674896,1,2
288403,2,1
97674900,2,2
3210569370,2,2
288464,1,1
32925394,2,1
60647126,1,2
32925400,1,2
198305499,1,2
60647131,2,2
506488541,2,1
112420574,1,2
368305895,1,1
279963372,1,1
2100160247,2,3
279963395,1,1
30926604,1,1
279963409,1,1
288540,2,1
288543,1,1
262498091,1,2
262498093,2,1
262498101,1,1
288568,1,1
388359998,2,3
262498111,2,2
262498115,2,1
388360004,2,2
32925507,1,2
388360011,2,2
280520524,1,1
262498133,2,2
32925525,2,1
388360027,1,1
62351202,3,2
62351203,2,3
1484187492,1,1
134571881,2,1
271673196,1,2
270428014,1,1
32925554,1,2
270428026,1,1
29747074,2,1
29747075,1,2
29747082,1,1
32925578,1,2
198305685,2,1
482895768,2,1
164128664,1,2
1639311258,2,1
1639311272,1,1
295856041,2,1
304605099,3,2
32925611,2,2
32925616,2,2
2746293,1,1
1564436405,1,1
256632769,1,2
1970857928,1,1
93644753,1,1
360900566,1,1
1345578971,1,1
270428125,1,1
2927683550,1,1
93644769,2,3
4128106465,1,1
93644776,2,3
2927683567,2,1
360900597,1,1
197421061,3,2
241788937,2,1
197421074,2,3
2341824561,2,1
17066036,2,3
2385980,3,2
2385992,3,2
307062861,1,2
2385999,3,3
307062865,2,2
307062864,3,2
83028059,2,2
2746458,2,1
15296604,1,1
3804096609,2,2
78375021,1,1
3804096623,2,2
32925808,1,2
2071718015,2,2
942041220,1,2
32925849,1,2
309225630,1,1
2071718066,2,2
3332303035,2,1
37939390,2,1
31680704,1,1
271345857,2,1
1531603143,1,1
37939403,1,1
4142754021,1,1
4142754037,2,2
67102968,2,2
247032060,1,1
15296768,2,1
15296769,1,2
15296771,2,1
246016267,1,1
304638222,1,2
67102993,1,2
155183384,2,2
67103007,1,2
288385333,1,1
177695030,1,1
1184983370,1,1
71756130,2,1
35252587,1,2
35252589,2,1
35252592,1,2
35252597,2,1
17164664,1,1
40790404,1,2
309225869,2,2
13887887,1,1
309225873,3,2
130148753,2,2
40790425,2,2
17197477,2,1
31091110,2,2
40790440,2,2
551414185,3,2
31091113,1,1
31091114,1,1
551414199,2,3
177695159,1,2
130148802,1,1
318368205,1,1
31091156,2,1
318368216,1,1
318368217,1,1
305818077,1,1
318368225,1,1
30239200,1,1
15296995,2,1
188475884,1,1
18377207,1,1
320137728,2,3
320137731,2,2
18377220,1,2
18377226,1,1
2158553612,1,2
18377235,2,1
18377243,1,1
45476384,3,2
584239,2,1
584250,1,2
584253,2,1
178973263,2,2
1956833876,1,2
3630197352,1,1
320596593,2,1
178842237,1,1
21260927,2,1
320596607,2,2
40790657,1,1
320596616,1,1
12249744,2,2
155183760,2,1
199027346,1,1
40659608,1,1
178973341,2,1
12249776,2,1
614099633,2,2
12249790,1,1
556657366,2,1
1547889368,1,1
2072210144,2,1
430467816,1,1
178973417,1,2
430467821,1,1
1561651956,1,1
1559194374,1,2
21261070,1,1
17558293,1,2
275049239,1,1
17558299,1,1
17558301,1,1
3347606302,2,2
28338976,2,3
41216802,2,1
298085155,1,1
17558308,1,2
28338982,1,2
28338992,3,2
100297520,1,1
177695544,2,1
1119316815,2,3
1548774224,1,1
309226322,3,2
1559194457,2,1
1548774239,2,2
1548774243,2,1
294054757,2,2
3317459820,2,2
198339441,2,1
3317459836,2,2
275704709,2,1
11594630,1,2
15428496,1,1
31320981,2,2
564652961,2,2
564652963,2,1
15428517,1,2
2106256296,1,2
2106256298,2,1
267414445,2,2
2106256304,1,1
178940850,1,1
15428531,1,2
2106256307,1,2
15428534,1,2
3867077560,1,1
178973625,2,2
318696380,1,1
3867077570,1,1
318696386,1,1
318696388,1,1
318696393,1,1
2106256328,2,1
15428557,1,1
2123459533,2,2
88992723,2,2
15428566,1,1
267414487,2,3
584662,2,1
463236056,3,2
463236055,3,2
584669,2,1
267414501,3,2
15428587,2,1
178973677,1,2
15428592,1,1
584688,2,1
88992752,2,1
1938516980,2,2
301231094,2,2
27388919,1,2
301231095,2,2
62352380,2,2
15428604,2,1
15297531,1,1
15428613,2,1
15297536,2,1
15297537,1,2
15297543,1,2
15297541,1,1
249326607,1,1
15428625,1,1
331836438,1,2
274230295,2,2
1951362074,1,1
566258719,1,1
566258720,1,1
584740,2,1
15428651,1,1
15428653,1,1
15428656,1,1
288975923,2,2
15428661,1,1
15428663,1,1
178973754,2,1
15428672,1,1
25586756,2,1
584775,1,1
584779,2,1
15428684,1,1
309226577,2,2
25586772,1,1
1582754914,2,2
584812,1,1
24669294,1,1
1407708284,2,2
1407708285,2,2
72871040,2,1
584833,1,1
24669316,2,1
72871057,2,2
584861,2,1
303295647,1,1
72871074,2,2
454388900,1,1
584882,1,2
249326786,1,1
584907,1,1
584908,1,1
660860108,2,2
203517149,1,2
104623332,1,1
203517159,2,1
4746471,2,1
13888745,1,2
3850235113,1,2
21490924,1,2
21490925,1,1
331443455,1,2
160394518,1,1
918416671,1,1
3669978407,2,1
3669978409,1,2
301624620,2,2
301624624,1,1
289434946,1,1
280554818,2,2
1673981258,3,2
125070679,1,2
125070697,1,2
76475770,1,1
76475773,2,1
6068104581,1,1
3327389066,1,1
388984203,1,2
125070736,3,2
291171729,2,2
388984211,2,2
291171731,1,1
388984215,1,1
1531080107,2,3
1607560628,1,1
490663357,1,1
1607560641,1,1
265973199,2,1
265973200,2,2
319221228,1,1
17165808,1,1
241790448,1,2
266399221,2,2
266399223,1,2
1487924731,1,1
17165828,2,2
28339718,1,2
197422607,1,1
25587215,2,2
21098009,2,2
28339739,2,1
1530981917,1,1
21098013,1,1
245034531,1,2
76475947,1,2
197422642,1,2
245034607,2,1
245034622,1,2
2334453377,1,1
2334453378,1,1
690777737,1,1
76476041,2,2
245034636,1,2
17165971,2,2
76476051,2,2
3979472544,2,1
3979472545,2,1
3979472546,1,2
76476065,1,2
3979472550,1,2
52031155,3,3
266399411,1,2
17166006,1,1
43347644,1,1
52031165,2,2
1516302030,2,1
245034707,1,2
1516302035,1,2
76705493,2,2
76705504,2,3
43347682,2,2
245034725,2,1
76476137,2,2
245034732,1,2
1575448307,1,1
245034759,1,1
245034775,1,1
245034782,1,2
245034784,2,1
514387750,1,1
3362123560,2,2
30207785,2,1
3153555244,1,2
3153555245,2,1
3153555250,2,1
1428909895,2,2
78376796,1,1
2595909472,1,1
43347810,2,1
78376807,2,2
2259808110,2,2
21557108,1,1
2259808116,2,2
1642884987,1,2
78376830,2,1
5838008206,1,1
31256472,1,1
17166232,1,1
75591580,1,1
197783471,1,2
197783474,2,1
3153555395,1,1
3153555396,1,1
3153555397,1,1
3153555398,1,1
197783494,2,1
17166348,2,1
129953810,1,2
3015241749,1,2
2363191326,1,2
3015241757,1,2
21557282,2,2
21557288,2,2
31322158,2,1
31322169,2,1
25620551,1,1
25620555,2,2
21557325,2,2
76705889,2,2
2791403638,1,1
245035131,2,1
1613590657,1,2
250966173,2,1
250966178,1,2
183922852,1,1
282751142,1,1
250966183,2,2
1613590705,2,2
282751158,1,1
256012470,1,1
245035227,2,1
1631842529,1,2
1631842533,1,2
129954023,1,2
2405921000,3,2
256962795,2,1
129954027,2,2
2405921008,3,3
262107380,1,1
2405921016,3,2
129954041,2,1
1631842554,1,2
245035259,2,1
60289276,1,2
60289278,2,1
1827795200,1,1
1716515075,1,2
1827795202,1,1
2006118661,2,2
281735438,1,2
60289295,1,2
281735439,2,1
281735437,2,1
262500625,1,2
2670129431,1,1
262500629,2,2
96465173,1,2
1037922587,2,2
24899876,2,2
315846954,1,2
2748576049,2,2
28537140,2,2
96465206,1,2
2046718263,1,1
2711613753,1,1
427782465,1,1
319385922,1,1
28537154,1,1
28537159,1,1
261189967,1,1
245035354,1,2
1588490598,1,2
245035379,1,2
127349,1,1
245035383,2,1
2262397307,2,2
1038152061,1,1
127358,2,3
127357,2,2
147845505,2,1
1248981379,2,2
245035401,1,2
3787288974,1,2
388985233,3,2
18575766,1,1
245035419,2,1
2507927970,2,2
245035433,1,1
2507927979,2,2
127413,2,2
63467957,2,2
248705477,1,1
2362208713,2,2
2362208717,2,1
387871181,1,1
2362208719,1,2
2362208724,2,1
1613591007,1,1
3357372898,2,2
45478376,1,1
2362208751,2,2
2362208755,1,2
2362208766,1,1
2362208772,1,1
3252843022,1,1
270365199,2,2
778269226,1,1
248705597,1,1
270365249,2,2
254014043,1,1
129954396,2,1
21525094,1,1
490533480,2,2
1829073532,1,1
304607871,1,1
1829073540,1,1
304607881,1,2
2674619018,1,1
778269332,1,1
1829073556,1,1
248705699,1,1
254014125,2,2
254014135,2,1
2046358218,1,1
20968154,1,2
178942705,1,1
2056516339,1,1
274821897,3,2
274821899,1,1
274821907,2,2
1564111637,2,1
248214292,1,2
248214301,2,1
248214304,1,2
1930021,2,2
251818804,1,1
1402696505,1,1
248214332,2,1
1530295101,1,1
1402696516,1,1
33125222,1,2
21525353,1,1
33125227,1,2
21525355,1,1
33125230,2,1
177566576,1,1
164066189,1,2
266400662,1,1
255947675,1,1
164066203,1,2
91059101,1,2
2021880739,3,2
91059117,1,1
17200054,1,2
25686968,2,1
25686970,2,2
25686976,1,1
248509379,2,1
266400729,2,2
266400730,1,2
264369126,1,2
1573155839,1,2
81327111,1,1
1056470026,1,2
1056470034,2,2
3661493267,2,1
25588764,1,1
25588765,1,1
2994435100,1,1
70284330,3,2
25588781,1,1
177566771,1,1
25588788,1,1
70284348,1,2
7248835657,2,1
496006222,1,1
404747346,2,1
70284365,2,2
2939155542,1,1
496006235,1,1
266400869,1,2
266400870,1,2
7248835689,2,2
7248835706,2,1
71595133,2,1
71595140,2,2
71595151,2,1
35157166,2,2
29127856,1,2
1930467,3,2
2165044456,1,2
13890800,2,2
21525751,2,1
357624,1,1
1930490,2,2
26113281,1,1
13890818,2,3
21525763,1,2
21525766,1,2
1601074441,1,1
34469146,1,1
90469664,1,1
128290,3,2
34469156,3,2
1930535,1,1
128307,3,2
128309,3,2
128315,2,3
128318,2,2
333542728,2,2
21263689,2,1
1065448779,1,2
1065448799,2,1
357734,1,2
357736,2,2
21263721,1,1
5633390,1,1
329676152,1,1
320140679,2,2
34829704,2,3
21263758,2,1
34829714,3,2
270464404,2,2
34829717,3,2
21263762,2,1
1552709017,1,1
34829723,3,3
1552709019,1,1
2240116127,1,1
357797,3,2
357799,2,3
267482538,1,2
267482541,2,2
357807,2,3
267482544,2,2
267482545,1,1
357811,2,3
357813,2,2
357816,1,1
267482551,2,1
5633479,1,1
5633483,1,1
1578104267,1,1
2121168353,2,2
21493223,1,2
2069132781,1,1
268858866,1,1
21263868,1,2
21263869,1,2
319321610,1,2
2536273423,1,2
2536273426,2,3
319321619,2,1
21263895,2,1
21263908,1,2
496956968,1,1
515634743,1,2
515634805,2,1
331478651,1,1
331478661,2,2
2770597522,1,1
27260567,1,2
94008984,4,2
247035545,1,1
27260568,2,2
27260570,1,1
2325640860,1,2
325286,1,1
1231156926,3,2
487651040,1,1
487651045,1,1
2303031023,1,1
21296880,1,1
2303031024,1,1
129955573,1,2
21296899,1,1
129955592,2,1
21493515,2,1
2527819535,2,2
5881689882,1,2
2528704289,2,2
2303031081,1,1
130021168,2,2
620338,1,2
60290870,2,1
60290872,1,1
266401599,1,2
403830593,1,1
266401603,1,2
7221442376,1,2
1836775244,1,1
26474328,1,1
26474330,2,2
1099560796,1,1
71759709,1,1
1099560799,2,1
1580169075,2,1
266401655,1,1
468416379,2,1
249788321,2,1
3164272556,2,1
3164272558,2,1
21133234,1,1
21133235,1,1
2406774712,1,1
60585913,1,1
128961,2,1
128963,1,2
128969,1,1
128970,1,2
128971,2,1
244971465,1,1
33617876,2,1
21297111,1,2
248707031,1,2
297498589,1,1
297498592,2,2
244971488,1,1
297498596,1,2
129001,1,2
129002,2,1
21297142,1,1
248707078,1,1
620552,2,1
248707081,1,1
248707095,2,1
322598936,2,3
256014367,2,1
620577,2,1
25032743,2,2
25032746,2,2
129071,2,1
21297199,1,2
129077,2,1
33617976,2,1
129082,1,2
2303031354,1,1
177469506,1,2
25032774,2,2
129095,1,2
129100,1,2
178878546,2,1
3179509846,1,1
562788450,1,2
3314317412,2,2
129129,2,1
25720941,1,1
25720943,2,1
24508531,1,2
25720947,2,2
129141,1,2
242710644,1,1
24508536,4,4
24508539,1,1
266401916,2,2
266401917,1,1
242710651,2,2
24508544,2,1
129152,2,1
129155,1,2
24508557,2,1
60881039,2,1
484702351,1,2
24508561,1,2
24508569,1,1
129177,1,2
129178,2,1
129180,1,2
129181,2,1
266401950,1,2
266401949,2,1
129194,2,1
147912875,2,1
590608554,1,1
129197,1,2
129210,1,1
129211,1,1
266401981,1,1
60881090,1,2
1554741448,1,1
266401993,1,2
266401995,2,1
1554741451,1,1
129230,1,2
562788560,2,1
129231,2,1
129234,2,1
562788563,1,2
21297366,1,1
562788566,2,1
255883485,1,1
255883486,2,2
255883488,2,2
129256,2,1
2095872232,1,1
129258,2,1
177666279,2,1
60881136,1,1
27457777,2,2
2095872246,1,1
2166749428,1,1
2166749426,1,1
27457786,1,1
309229821,2,3
25032962,2,1
129293,2,1
926087439,2,2
60881171,1,1
248477972,1,1
2180938009,1,1
926087453,1,2
60881193,2,1
60881202,1,2
31226164,2,1
180156731,2,1
265648446,1,1
96467270,2,1
60684618,2,1
325965,1,1
60881230,2,1
178878803,2,1
60881238,2,2
325977,1,1
926087513,2,1
248215902,1,1
129377,2,1
248215905,1,1
2019785065,2,2
129385,1,2
129386,1,2
129390,2,1
599980398,1,1
60881266,1,2
2410314106,2,3
335378817,3,2
60881292,1,2
60881295,2,1
178911631,1,1
326036,1,1
326042,1,1
60881314,1,2
1122433461,1,1
129483,2,1
583891406,2,2
2718171,1,2
1282472421,2,2
305789414,1,1
2152921585,1,2
82737654,1,2
268499446,1,1
414218746,1,1
129540,1,1
436599301,1,1
129543,1,2
129544,2,1
129545,2,1
1575418404,2,2
129573,1,2
24836651,1,2
251820588,2,1
2152921644,1,1
256408115,1,1
256408118,2,2
256408121,2,3
227903,1,2
3317496396,1,1
3317496397,2,2
21690967,1,2
38435415,1,1
21690972,2,1
129628,1,1
129633,1,1
21690978,1,2
129637,2,1
129639,1,2
38435440,2,1
38435442,2,1
90798709,2,1
364837494,1,1
129667,2,1
129670,2,1
1412397715,2,1
21297817,1,1
129690,2,1
412383912,1,1
412383916,1,1
412383917,1,1
412383922,1,1
25033396,1,1
25033399,2,2
412383929,1,1
20970170,1,2
129956543,1,1
160398021,2,2
251820756,1,1
1048902370,2,2
129771,2,1
129774,2,2
129777,1,1
129778,1,2
129781,2,2
2073459445,1,2
2073459446,1,2
129785,1,1
3165747964,1,2
255949571,1,1
255949576,1,1
255949582,1,1
2073459488,1,1
33553195,1,1
33553198,2,1
2573400914,1,1
180157269,1,2
2073459554,2,1
310934373,2,2
129902,2,2
129903,2,3
2073459566,2,2
3824778094,1,1
1370487665,3,2
129911,2,1
1370487674,2,3
282393478,1,1
1537342344,1,1
129934,1,2
129935,2,1
129937,2,1
3824778135,1,1
1774287768,2,2
129950,1,1
1537342368,2,2
1537342374,1,1
3837066157,2,2
70450102,1,1
331480006,1,2
561052616,1,1
281410506,1,1
277674965,1,1
809204700,1,1
819690473,1,1
34438121,1,1
2073459691,2,2
177470450,1,1
2073459705,2,1
2718721,1,1
539786241,1,1
2718731,1,1
479099922,2,1
310934553,1,1
21298202,1,2
130077,2,2
310934558,2,2
257588255,1,2
1547861025,1,1
130082,3,2
130081,2,3
130105,1,2
177634369,1,1
130114,2,1
130122,1,2
1358003274,2,2
177568844,2,1
130125,1,1
819690576,1,1
130131,2,3
130132,2,3
130134,2,2
257588307,1,1
130138,2,2
20970587,1,2
1358003299,1,1
326757,1,1
326760,1,1
191691881,2,2
191691884,2,2
1685814399,1,2
2163557294,2,2
191691915,1,2
492829835,1,2
231832742,2,2
24902838,1,2
312802493,1,1
271383747,1,1
257588458,2,1
653950200,1,2
712375567,1,1
2140962077,2,2
1646296353,1,1
1059847463,1,1
7437618,2,1
70909241,1,1
1075903808,1,1
21495115,1,2
70909264,1,1
26559447,1,2
70909267,1,2
160398690,1,2
177470822,2,1
3291839850,2,1
247364973,2,1
1646296429,1,1
3291839857,1,1
2719111,2,1
1646296456,2,1
251428232,2,2
1598684558,1,1
1646296464,2,2
257883537,2,2
251428240,3,2
248184212,2,2
248184221,2,1
248184234,1,2
265649581,2,1
265649582,1,2
12778929,1,1
265649588,2,2
12778934,2,2
12778935,2,1
1646296507,1,2
265649596,2,1
747044287,1,1
21495237,2,1
21298629,2,1
231243209,1,1
1646296524,2,2
2739338707,2,2
665845203,1,1
231243234,1,1
177470950,2,2
320372200,1,1
305790441,1,1
177470952,1,2
293502449,2,2
1932788,1,1
1899789817,2,2
1899789823,1,1
18021891,1,2
160398857,2,1
1791491602,1,1
18021911,1,2
293502497,1,1
1899789860,1,1
21495340,1,2
177569330,2,2
177569334,2,2
1661566523,1,2
7047151167,3,2
18021952,2,1
7047151172,2,3
7047151175,3,2
7047151180,2,2
18021976,1,1
294190693,2,2
747044454,1,1
294190712,2,2
244121232,1,2
178978452,1,1
178978456,2,2
2348973725,1,1
26869408,1,1
26869409,1,1
178978466,2,1
26869411,1,1
26869410,1,1
178978472,1,2
275873449,1,2
178978478,1,1
214007473,1,1
178978481,2,2
178978483,1,2
178978493,2,1
26869438,1,1
732069565,1,1
390987462,2,2
1732705991,1,2
21724889,1,2
3252584155,2,2
21724896,1,2
21724901,1,2
1307868904,1,1
21724904,2,2
191954667,2,2
21724907,1,1
21724909,2,2
21724910,2,1
21724913,2,1
21724917,1,2
301760257,2,1
214007565,2,1
320077582,1,1
267058977,2,2
248643363,3,2
249326581,1,1
60161846,1,2
27164474,1,2
248708935,1,2
17071951,1,1
255950674,1,1
255950679,1,1
255950680,1,1
17071968,2,2
107642722,1,1
177635173,2,1
6238142313,2,1
274825066,2,2
248708969,1,1
290848621,2,2
274825071,2,2
248708979,1,1
21299061,1,2
177635198,2,2
364314500,1,1
177569672,1,2
247365525,1,1
1661566873,1,1
2066022302,1,1
248709023,2,1
248709027,1,2
1448542120,1,1
301760430,2,1
17203139,2,1
257884103,2,2
248709071,1,1
248709078,1,1
2929885145,1,1
1448542169,1,1
274825180,2,2
274825184,2,1
278527972,2,2
5564039141,1,1
472317929,2,2
17203179,2,2
3866951662,1,1
248709104,2,1
269746165,2,2
12779516,1,1
